WinningHand,NumWinners,FavouredHand,UnfavouredHand,FavouredHandClass,UnfavouredHandClass,FavouredWon,P(FavouredWins),P(FavouredLoses),P(Tie),P(ThisOutcome),Sum(Ps),AllHands,
Js Kh,1, Qs Qc,Js Kh,QQ,KJ,0,0.717027467085,0.278862281464,0.004110251451,0.278862281464,1.000000000000,Qs Qc, Js Kh
Ah Kc,1, Ah Kc,5d Ts,AK,T5,1,0.665367247872,0.330811584859,0.003821167269,0.665367247872,1.000000000000,Ah Kc, 5d Ts
Kc Qc,1,7d 7h,Kc Qc,77,KQ s,0,0.507562909390,0.488438384773,0.003998705837,0.488438384773,1.000000000000,Kc Qc,7d 7h
Jc Jd,1, Jc Jd,7c 7d,JJ,77,1,0.813409301152,0.181831030004,0.004759668844,0.813409301152,1.000000000000,Jc Jd, 7c 7d
Jc Kc,1, Kh Ad,Jc Kc,AK,KJ s,0,0.690395513881,0.298511245667,0.011093240453,0.298511245667,1.000000000000,Kh Ad, Jc Kc
Jh Ac,1, 8c 8s,Jh Ac,88,AJ,0,0.551702851830,0.444664615629,0.003632532541,0.444664615629,1.000000000000,8c 8s, Jh Ac
Jd Qc,1, Jd Qc,9s,QJ,94s,1,0.637320242200,0.353858310207,0.008821447593,0.637320242200,1.000000000000,Jd Qc,9s
Kh Ks,1, Kh Ks,Qd As,KK,AQ,1,0.712106027902,0.283673343051,0.004220629047,0.712106027902,1.000000000000,Kh Ks, Qd As
Ah 9h,1, Ah 9h,Qc Jh,A9 s,QJ,1,0.585971299489,0.409096749175,0.004931951336,0.585971299489,1.000000000000,Ah 9h, Qc Jh
Jc Th,1, Js Kd,Jc Th,KJ,JT,0,0.704804170288,0.268023084686,0.027172745027,0.268023084686,1.000000000000,Js Kd, Jc Th
Tc Ah,1, Tc Ah,Td Qh,AT,QT,1,0.719145665723,0.261982101309,0.018872232968,0.719145665723,1.000000000000,Tc Ah, Td Qh
Kd Jh,1, Kd Jh,4c Qc,KJ,Q4 s,1,0.609187971295,0.384125715994,0.006686312711,0.609187971295,1.000000000000,Kd Jh, 4c Qc
Ac 9h,1, Ah Qs,Ac 9h,AQ,A9,0,0.711047220587,0.230335267569,0.058617511844,0.230335267569,1.000000000000,Ah Qs, Ac 9h
Jd Qh,1, 7h 7c,Jd Qh,77,QJ,0,0.518388089965,0.476901297900,0.004710612134,0.476901297900,1.000000000000,7h 7c, Jd Qh
Kd As,1, Kd As,9d Th,AK,T9,1,0.628821167269,0.366903890898,0.004274941833,0.628821167269,1.000000000000,Kd As, 9d Th
9h 0m 4s,1,9h 0m 4s,2s,94,82s,1,0.582381983573,0.386500878349,0.031117138078,0.582381983573,1.000000000000,9h 0m 4s,2s
Jd Qd,1, Kh Ah,Jd Qd,AK s,QJ s,0,0.624705075734,0.370320340313,0.004974583952,0.370320340313,1.000000000000,Kh Ah, Jd Qd
2s 4c,1,6s,2s 4c,76s,42,0,0.631088288061,0.296317709939,0.072594002000,0.296317709939,1.000000000000,6s, 2s 4c
6c As,1, 6c As,Qs Js,A6,QJ s,1,0.531121226137,0.464137793289,0.004740980574,0.531121226137,1.000000000000,Qs Js, 6c As
Ad 7d,1, Ad 7d,6s 3c,A7 s,63,1,0.670748885712,0.324560942449,0.004690171839,0.670748885712,1.000000000000,Ad 7d, 6s 3c
Ks Kc,1, Ks Kc,Ad 8d,KK,A8 s,1,0.675942472832,0.320522524038,0.003535003130,0.675942472832,1.000000000000,Ks Kc, Ad 8d
2c As,1, 2c As,9h 0m 8s,A2,98,1,0.550207206197,0.444961875929,0.004830917874,0.550207206197,1.000000000000,9h 0m 8s, 2c As
6c Js,1, Ad Jh,6c Js,AJ,J6,0,0.741490412917,0.238568618657,0.019940968426,0.238568618657,1.000000000000,Ad Jh, 6c Js
Kc Tc,1, Ac Jc,Kc Tc,AJ s,KT s,0,0.638230127361,0.355930372177,0.005839500463,0.355930372177,1.000000000000,Ac Jc, Kc Tc
Ks Kh,1, Ks Kh,Td Th,KK,TT,1,0.809326498098,0.186590114839,0.004083387062,0.809326498098,1.000000000000,Ks Kh, Td Th
Ac Ad,1, Ac Ad,Td Tc,AA,TT,1,0.811853502649,0.183562031041,0.004584466310,0.811853502649,1.000000000000,Ac Ad, Td Tc
Draw,2, 8s Js,9h Ts,J8 s,T9,0,0.589280291350,0.397341827152,0.013377881498,0.013377881498,1.000000000000,8s Js, 9h Ts
Ah Kc,1, Ah Kc,9s As,AK,A9 s,1,0.673121712032,0.282368084172,0.044510203796,0.673121712032,1.000000000000,Ah Kc, 9s As
Td Js,1, Td Js,6h 5c,JT,65,1,0.644067875798,0.345017590334,0.010914533868,0.644067875798,1.000000000000,Td Js, 6h 5c
Kc Kd,1, Kc Kd,4s,KK,54s,1,0.767183864547,0.228635218980,0.004180916473,0.767183864547,1.000000000000,Kc Kd,4s
Ad Ac,1, Ad Ac,Jc Tc,AA,JT s,1,0.791864061522,0.203947429896,0.004188508583,0.791864061522,1.000000000000,Ad Ac, Jc Tc
9c 9d,1, 9c 9d,Td As,99,AT,1,0.553418668648,0.442868205646,0.003713125707,0.553418668648,1.000000000000,9c 9d, Td As
Jc Ks,1, 6d Ah,Jc Ks,A6,KJ,0,0.568777506798,0.427771587288,0.003450905914,0.427771587288,1.000000000000,Jc Ks, 6d Ah
Ad Ac,1, Ad Ac,5c 5h,AA,55,1,0.806817597810,0.189046454368,0.004135947822,0.806817597810,1.000000000000,Ad Ac, 5c 5h
Kh Kd,1, Kh Kd,Qh Qs,KK,QQ,1,0.817023729431,0.178327563330,0.004648707239,0.817023729431,1.000000000000,Kh Kd, Qh Qs
6d 6h,1,6d 6h,5d 0h 0m 5s,66,55,1,0.803850250890,0.176663723264,0.019486025846,0.803850250890,1.000000000000,6d 6h,5d 0h 0m 5s
Ac Ah,1, Ac Ah,Kc Ad,AA,AK,1,0.927966646110,0.058559110999,0.013474242891,0.927966646110,1.000000000000,Ac Ah, Kc Ad
Qc Ah,1, Qc Ah,Ad 7c,AQ,A7,1,0.708379470001,0.232536395406,0.059084134593,0.708379470001,1.000000000000,Qc Ah, Ad 7c
Ad Kd,1, Ad Kd,Kc Qc,AK s,KQ s,1,0.708488095572,0.279915832703,0.011596071726,0.708488095572,1.000000000000,Ad Kd, Kc Qc
5d Ah,1, Th Ad,5d Ah,AT,A5,0,0.649253870808,0.241726352330,0.109019776862,0.241726352330,1.000000000000,Th Ad, 5d Ah
Th Ts,1, Th Ts,8h 0m 8s,TT,88,1,0.820242199983,0.174088246012,0.005669554004,0.820242199983,1.000000000000,Th Ts,8h 0m 8s
Ad Ac,1, Ad Ac,Qd As,AA,AQ,1,0.923650239677,0.063016847476,0.013332912847,0.923650239677,1.000000000000,Ad Ac, Qd As
9d 9h,1,9d 9h,2h 0m 2s,99,22,1,0.813967029219,0.178315883161,0.007717087620,0.813967029219,1.000000000000,9d 9h,2h 0m 2s
9d 4h,1, 9h Ac,9d 4h,A9,94,0,0.750526191611,0.223035745989,0.026438062400,0.223035745989,1.000000000000,9h Ac,9d 4h
8c 8d,1, 8c 8d,Js Ks,88,KJ s,1,0.510454335212,0.485698217139,0.003847447649,0.510454335212,1.000000000000,Js Ks, 8c 8d
Td As,1, Td As,Ks 9s,AT,K9 s,1,0.614254828582,0.380849428606,0.004895742812,0.614254828582,1.000000000000,Ks 9s, Td As
2c 3d,1, Ac Kc,2c 3d,AK s,32,0,0.670407824779,0.323296564162,0.006295611060,0.323296564162,1.000000000000,Ac Kc, 2c 3d
Ah Qd,1, Ah Qd,Js Kd,AQ,KJ,1,0.621365715434,0.373955792897,0.004678491670,0.621365715434,1.000000000000,Ah Qd, Js Kd
Jc Qd,1, 5d Ac,Jc Qd,A5,QJ,0,0.562157771050,0.432594913053,0.005247315897,0.432594913053,1.000000000000,Jc Qd, 5d Ac
Ts Ah,1, Ts Ah,4d 3c,AT,43,1,0.636931292574,0.358622651118,0.004446056308,0.636931292574,1.000000000000,Ts Ah, 4d 3c
Ah Js,1, 3c 3h,Ah Js,33,AJ,0,0.524075748232,0.470622623086,0.005301628683,0.470622623086,1.000000000000,Ah Js, 3c 3h
9c Th,1, 3h As,9c Th,A3,T9,0,0.542837019595,0.452803357348,0.004359623058,0.452803357348,1.000000000000,9c Th, 3h As
Kd Ts,1, Ad 2c,Kd Ts,A2,KT,0,0.571587755445,0.423107111821,0.005305132733,0.423107111821,1.000000000000,Kd Ts, Ad 2c
